Lake,Latitude,Longitude,County,Country,Site,Constituent_Name,Trend_Arrows,Trend_Direction,Trend,Final_Slope,N,Site_ANOVA,Seasonal_ANOVA,POR_Start ,POR_End,%change,POR_Years,Y-intercept,End_Point,units
Walters,34.376239,-98.334631,Cotton,US,Whole Lake,Conductivity (uS/cm),0,N/A,NS Trend,N/A,20,,,11/28/2000,9/11/2017,NS Trend,17,NS Trend,NS Trend,ug/L
Walters,34.376239,-98.334631,Cotton,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,20,,,6/15/1998,9/11/2017,NS Trend,19,NS Trend,NS Trend,ug/L
Waurika,34.234869,-98.046964,Jefferson,US,Whole Lake,Chlorophyll (ug/L),0,N/A,NS Trend,N/A,27,**,NS,11/13/2002,8/17/2020,NS Trend,18,NS Trend,NS Trend,ug/L
Waurika,34.234869,-98.046964,Jefferson,US,Whole Lake,Total Nitrogen (mg/L),1,up,↑,0.004065,31,***,***,11/1/1999,8/17/2020,10.8%,21,0.7,0.78,mg/L
Waurika,34.234869,-98.046964,Jefferson,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,31,***,***,11/1/1999,8/17/2020,NS Trend,21,NS Trend,NS Trend,cm
Waurika,34.234869,-98.046964,Jefferson,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,6.00,35,NS,***,11/1/1999,9/12/2023,21.9%,24,510,653.28,uS/cm
Waurika,34.234869,-98.046964,Jefferson,US,Whole Lake,Total Phosphorus (mg/L),3,up,↑↑↑,0.002537,31,***,***,11/1/1999,8/17/2020,43.0%,21,0.07,0.12,mg/L
Waurika,34.234869,-98.046964,Jefferson,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,31,***,NS,11/1/1999,8/17/2020,NS Trend,21,NS Trend,NS Trend,NTU
WayneWallace,34.993027,-95.356202,Latimer,US,Whole Lake,Chlorophyll (ug/L),0,N/A,NS Trend,N/A,27,NS,**,11/8/1999,8/8/2017,NS Trend,18,NS Trend,NS Trend,ug/L
WayneWallace,34.993027,-95.356202,Latimer,US,Whole Lake,Total Nitrogen (mg/L),0,N/A,NS Trend,N/A,27,***,**,11/8/1999,8/8/2017,NS Trend,18,NS Trend,NS Trend,mg/L
WayneWallace,34.993027,-95.356202,Latimer,US,Whole Lake,Secchi (cm),2,up,↑↑,1.886,27,NS,***,11/8/1999,8/8/2017,34.0%,18,65,98.50,cm
WayneWallace,34.993027,-95.356202,Latimer,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,1.67,27,*,NS,11/8/1999,9/9/2017,41.5%,18,42,71.81,uS/cm
WayneWallace,34.993027,-95.356202,Latimer,US,Whole Lake,Total Phosphorus (mg/L),-3,down,↓↓↓,-0.001148,26,NS,***,11/8/1999,8/8/2017,-98.9%,18,0.041,0.02,mg/L
WayneWallace,34.993027,-95.356202,Latimer,US,Whole Lake,Turbidity (NTU),-2,down,↓↓,-0.3317,27,*,***,11/8/1999,8/8/2017,-82.9%,18,13,7.11,NTU
WebbersFalls,35.554722,-95.170556,Muskogee,US,Whole Lake,Chlorophyll (ug/L),0,N/A,NS Trend,N/A,23,NS,***,10/6/2003,2/26/2019,NS Trend,15,NS Trend,NS Trend,ug/L
WebbersFalls,35.554722,-95.170556,Muskogee,US,Whole Lake,Total Nitrogen (mg/L),0,N/A,NS Trend,N/A,26,NS,***,10/30/2000,2/26/2019,NS Trend,18,NS Trend,NS Trend,mg/L
WebbersFalls,35.554722,-95.170556,Muskogee,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,18,NS,***,10/30/2000,2/26/2019,NS Trend,18,NS Trend,NS Trend,cm
WebbersFalls,35.554722,-95.170556,Muskogee,US,Whole Lake,Conductivity (uS/cm),0,N/A,NS Trend,N/A,26,NS,***,10/30/2000,10/3/2016,NS Trend,16,NS Trend,NS Trend,uS/cm
WebbersFalls,35.554722,-95.170556,Muskogee,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,26,NS,***,10/30/2000,2/26/2019,NS Trend,18,NS Trend,NS Trend,mg/L
WebbersFalls,35.554722,-95.170556,Muskogee,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,20,NS,***,10/30/2000,2/26/2019,NS Trend,18,NS Trend,NS Trend,NTU
WesWatkins,35.402592,-97.098186,Pottawatomie,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.4301,25,NS,***,9/3/2003,10/23/2021,56.5%,18,6,13.81,ug/L
WesWatkins,35.402592,-97.098186,Pottawatomie,US,Whole Lake,Total Nitrogen (mg/L),2,up,↑↑,0.01212,34,NS,**,5/4/1998,9/21/2021,28.8%,23,0.7,0.98,mg/L
WesWatkins,35.402592,-97.098186,Pottawatomie,US,Whole Lake,Secchi (cm),-1,down,↓,-1.537,24,***,***,10/3/2001,9/21/2021,-78.2%,20,70,39.29,cm
WesWatkins,35.402592,-97.098186,Pottawatomie,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,3.91,34,NS,NS,5/4/1998,9/21/2021,29.4%,23,220,311.40,uS/cm
WesWatkins,35.402592,-97.098186,Pottawatomie,US,Whole Lake,Total Phosphorus (mg/L),1,up,↑,0.0005536,34,NS,***,5/4/1998,9/21/2021,30.2%,23,0.03,0.04,mg/L
WesWatkins,35.402592,-97.098186,Pottawatomie,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,31,NS,**,10/3/2001,9/21/2021,NS Trend,20,NS Trend,NS Trend,NTU
Wewoka,35.181158,-96.52485,Seminole,US,Whole Lake,Chlorophyll (ug/L),1,up,↑,0.5653,20,NS,***,10/1/2003,9/3/2020,61.5%,17,6,15.57,ug/L
Wewoka,35.181158,-96.52485,Seminole,US,Whole Lake,Total Nitrogen (mg/L),2,up,↑↑,0.01257,22,NS,*,10/23/2001,8/4/2020,26.7%,19,0.65,0.89,mg/L
Wewoka,35.181158,-96.52485,Seminole,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,14,***,***,10/1/2003,8/4/2020,NS Trend,17,NS Trend,NS Trend,cm
Wewoka,35.181158,-96.52485,Seminole,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,2.07,28,NS,*,10/23/2001,10/22/2023,21.6%,22,165,210.45,uS/cm
Wewoka,35.181158,-96.52485,Seminole,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,29,***,*,10/23/2001,8/4/2020,NS Trend,19,NS Trend,NS Trend,mg/L
Wewoka,35.181158,-96.52485,Seminole,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,17,**,NS,10/1/2003,8/4/2020,NS Trend,17,NS Trend,NS Trend,NTU
Wister,34.940133,-94.724117,Le Flore,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.801,40,NS,***,11/19/2002,12/13/2022,57.3%,20,12,28.08,ug/L
Wister,34.940133,-94.724117,Le Flore,US,Whole Lake,Total Nitrogen (mg/L),3,up,↑↑↑,0.01153,44,NS,***,11/8/1999,11/7/2022,32.5%,23,0.55,0.82,mg/L
Wister,34.940133,-94.724117,Le Flore,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,31,**,***,10/12/2004,11/7/2022,NS Trend,18,NS Trend,NS Trend,cm
Wister,34.940133,-94.724117,Le Flore,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,0.77,40,NS,**,11/8/1999,11/7/2022,22.8%,23,60,77.72,uS/cm
Wister,34.940133,-94.724117,Le Flore,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,44,NS,***,11/8/1999,11/7/2022,NS Trend,23,NS Trend,NS Trend,mg/L
Wister,34.940133,-94.724117,Le Flore,US,Whole Lake,Turbidity (NTU),-2,down,↓↓,-0.6202,32,NS,*,10/12/2004,12/10/2022,-60.2%,18,30,18.73,NTU
WRHolway,36.25634,-95.102314,Mayes,US,Whole Lake,Chlorophyll (ug/L),0,N/A,NS Trend,N/A,41,,,11/12/2002,10/10/2022,NS Trend,20,NS Trend,NS Trend,ug/L
WRHolway,36.25634,-95.102314,Mayes,US,Whole Lake,Total Nitrogen (mg/L),0,N/A,NS Trend,N/A,46,,,10/5/1999,10/10/2022,NS Trend,23,NS Trend,NS Trend,mg/L
WRHolway,36.25634,-95.102314,Mayes,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,22,,,10/4/2004,10/10/2022,NS Trend,18,NS Trend,NS Trend,cm
WRHolway,36.25634,-95.102314,Mayes,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,3.95,26,NS,**,10/5/1999,8/23/2016,24.6%,17,205,271.72,uS/cm
WRHolway,36.25634,-95.102314,Mayes,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,46,,,10/5/1999,10/10/2022,NS Trend,23,NS Trend,NS Trend,mg/L
WRHolway,36.25634,-95.102314,Mayes,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,28,,,10/4/2004,10/10/2022,NS Trend,18,NS Trend,NS Trend,NTU
