Stream,WaterbodySiteName,County,State,Country,USGS_ID,Monitoring_ID,Parameter,TrendConc,TrendConcNum,ConcentrationTrend,ChangeinConc_mg,Units_mg,ChangeinConc_ug,Units_ug,PerChangeConc,TrendFlux,TrendFluxNum,FluxTrend,ChangeinFlux,PerChangeFlux,Method,Latitude,Longitude,N
Big Cabin Creek,"Big Cabin Creek, off US 69, Big Cabin",Craig,OK,US,,,Total hardness,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.57,-95.15,107
Big Cabin Creek,"Big Cabin Creek, off US 69, Big Cabin",Craig,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.57,-95.15,109
Bird Creek,"Bird Creek, SH 266, Port of Catoosa",Tulsa,OK,US,7178200,121300010010-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.561,mg/L,561,ug/L,0.2333,No Likely Trend,0,No Significant Trend,0.0681 10^6 kg/year,0.0437,EGRET,36.22,-95.82,
Bird Creek,"Bird Creek, SH 266, Port of Catoosa",Tulsa,OK,US,7178200,121300010010-001AT,Total Phosphorus,Likely Downward,1,↓,-0.0581,mg/L,-58.1,ug/L,0.129,Highly Likely Downward,3,↓↓↓,-0.711 10^6 kg/year,-0.3434,EGRET,36.22,-95.82,
Bird Creek,"Bird Creek, SH 266, Port of Catoosa",Tulsa,OK,US,7178200,121300010010-001AT,Specific Conductance,Likely Upward,-1,↑,34.2,uS/cm,34.2,uS/cm,0.0911,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.22,-95.82,
Bird Creek,"Bird Creek, SH 266, Port of Catoosa",Tulsa,OK,US,7178200,121300010010-001AT,Total hardness,Likely Upward,-1,↑,10.4,mg/L,10.4,mg/L,0.0801,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.22,-95.82,
Bird Creek,"Bird Creek, SH 266, Port of Catoosa",Tulsa,OK,US,7178200,121300010010-001AT,Chlorophyll a,Somewhat Likely Upward,-2,↑↑,3.05,ug/L,3.05,ug/L,0.4327,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.22,-95.82,
Bird Creek,"Bird Creek, SH 266, Port of Catoosa",Tulsa,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.08908,mg/L,0.08908,mg/L,0.2393,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.22,-95.82,181
Bird Creek,"Bird Creek, SH 266, Port of Catoosa",Tulsa,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.22,-95.82,181
Bird Creek,"Bird Creek, SH 266, Port of Catoosa",Tulsa,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.7306,NTU,-0.7306,NTU,-1.4861,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.22,-95.82,182
Black Bear Creek,"Black Bear Creek, SH 18, Pawnee",Pawnee,OK,US,7153000,621200030010-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.579,mg/L,579,ug/L,0.4686,Likely Upward,-1,↑,0.246 10^6 kg/year,0.4953,EGRET,36.34,-96.8,
Black Bear Creek,"Black Bear Creek, SH 18, Pawnee",Pawnee,OK,US,7153000,621200030010-001AT,Total Phosphorus,Highly Likely Upward,-3,↑↑↑,0.0677,mg/L,67.7,ug/L,0.2874,Likely Upward,-1,↑,0.036 10^6 kg/year,-0.1511,EGRET,36.34,-96.8,
Black Bear Creek,"Black Bear Creek, SH 18, Pawnee",Pawnee,OK,US,7153000,621200030010-001AT,Specific Conductance,Likely Upward,-1,↑,31.7,uS/cm,31.7,uS/cm,2.2871,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.34,-96.8,
Black Bear Creek,"Black Bear Creek, SH 18, Pawnee",Pawnee,OK,US,7153000,621200030010-001AT,Total hardness,No Likely Trend,0,No Significant Trend,-2.5,mg/L,-2.5,mg/L,-0.0109,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.34,-96.8,
Black Bear Creek,"Black Bear Creek, SH 18, Pawnee",Pawnee,OK,US,7153000,621200030010-001AT,Chlorophyll a,Likely Upward,-1,↑,31.7,ug/L,31.7,ug/L,2.2871,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.34,-96.8,
Black Bear Creek,"Black Bear Creek, SH 18, Pawnee",Pawnee,OK,US,,,Dissolved oxygen,Likely Downward,1,↓,-0.03601,mg/L,-0.03601,mg/L,-0.1168,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.34,-96.8,182
Black Bear Creek,"Black Bear Creek, SH 18, Pawnee",Pawnee,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.34,-96.8,183
Black Bear Creek,"Black Bear Creek, SH 18, Pawnee",Pawnee,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.9884,NTU,-0.9884,NTU,-1.5639,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.34,-96.8,182
Blue River,"Blue River, US 70, Durant",Bryan,OK,US,7332500,410600010010-001AT,Total Nitrogen,Highly Likely Downward,3,↓↓↓,-0.427,mg/L,-427,ug/L,-0.4243,No Likely Trend,0,No Significant Trend,-0.0421 10^6 kg/year,-0.0732,EGRET,34,-96.24,
Blue River,"Blue River, US 70, Durant",Bryan,OK,US,7332500,410600010010-001AT,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.0921,mg/L,-92.1,ug/L,-0.579,Likely Downward,1,↓,-0.0293 10^6 kg/year,-0.2422,EGRET,34,-96.24,
Blue River,"Blue River, US 70, Durant",Bryan,OK,US,7332500,410600010010-001AT,Specific Conductance,Likely Upward,-1,↑,72.6,uS/cm,72.6,uS/cm,0.2039,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34,-96.24,
Blue River,"Blue River, US 70, Durant",Bryan,OK,US,7332500,410600010010-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,32.5,mg/L,32.5,mg/L,0.1627,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34,-96.24,
Blue River,"Blue River, US 70, Durant",Bryan,OK,US,7332500,410600010010-001AT,Chlorophyll a,No Likely Trend,0,No Significant Trend,-0.0633,ug/L,-0.0633,ug/L,-0.0126,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34,-96.24,
Blue River,"Blue River, US 70, Durant",Bryan,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.07,mg/L,0.07,mg/L,0.188,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34,-96.24,185
Blue River,"Blue River, US 70, Durant",Bryan,OK,US,,,"Temperature, water",Likely Upward,-1,↑,0.05353,deg C,0.05353,deg C,0.0687,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34,-96.24,184
Blue River,"Blue River, US 70, Durant",Bryan,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.6405,NTU,-0.6405,NTU,-1.1261,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34,-96.24,185
Brushy Creek,"Brushy Creek, SH 63, near Haileyville",Pittsburg,OK,US,,,Dissolved oxygen,Somewhat Likely Upward,-2,↑↑,0.08227,mg/L,0.08227,mg/L,0.1615,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.84,-95.61,115
Brushy Creek,"Brushy Creek, SH 63, near Haileyville",Pittsburg,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.84,-95.61,116
Brushy Creek,"Brushy Creek, SH 63, near Haileyville",Pittsburg,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-1.66,NTU,-1.66,NTU,-1.4042,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.84,-95.61,112
Brushy Creek,"Brushy Creek, SH 63, near Haileyville",Pittsburg,OK,US,,,Chlorophyll a,Somewhat Likely Downward,2,↓↓,-0.9591,ug/L,-0.9591,ug/L,-1.7393,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,34.84,-95.61,23
Brushy Creek,"Brushy Creek, SH 63, near Haileyville",Pittsburg,OK,US,,,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.004248,mg/L,-4.248,ug/L,-1.4867,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.84,-95.61,119
Brushy Creek,"Brushy Creek, SH 63, near Haileyville",Pittsburg,OK,US,,,Specific Conductance,No Likely Trend,0,No Significant Trend,No Significant Trend,uS/cm,No Significant Trend,uS/cm,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.84,-95.61,116
Brushy Creek,"Brushy Creek, SH 63, near Haileyville",Pittsburg,OK,US,,,Total hardness,Likely Upward,-1,↑,1.364,mg/L,1.364,mg/L,0.228,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.84,-95.61,116
Brushy Creek,"Brushy Creek, SH 63, near Haileyville",Pittsburg,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.84,-95.61,118
Canadian River,"Canadian River, SH 2, Whitefield",Haskell,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.1058,mg/L,0.1058,mg/L,1,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.26,-95.24,143
Canadian River,"Canadian River, SH 2, Whitefield",Haskell,OK,US,,,"Temperature, water",Highly Likely Upward,-3,↑↑↑,0.1385,deg C,0.1385,deg C,-0.0001,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.26,-95.24,145
Canadian River,"Canadian River, SH 2, Whitefield",Haskell,OK,US,,,Turbidity,Somewhat Likely Upward,-2,↑↑,0.1365,NTU,0.1365,NTU,-0.0004,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.26,-95.24,144
Canadian River,"Canadian River, SH 2, Whitefield",Haskell,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.26,-95.24,71
Canadian River,"Canadian River, SH 2, Whitefield",Haskell,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.26,-95.24,148
Canadian River,"Canadian River, SH 2, Whitefield",Haskell,OK,US,,,Specific Conductance,Highly Likely Downward,3,↓↓↓,-2.544,uS/cm,-2.544,uS/cm,-0.1307,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.26,-95.24,144
Canadian River,"Canadian River, SH 2, Whitefield",Haskell,OK,US,,,Total hardness,Highly Likely Downward,3,↓↓↓,-0.7459,mg/L,-0.7459,mg/L,-0.1065,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.26,-95.24,145
Canadian River,"Canadian River, SH 2, Whitefield",Haskell,OK,US,,,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.01227,mg/L,12.27,ug/L,0.3292,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.26,-95.24,147
Canadian River,"Canadian River, SH 99, near Konawa",Seminole,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-96.68,110
Canadian River,"Canadian River, SH 99, near Konawa",Seminole,OK,US,,,"Temperature, water",Likely Downward,1,↓,-0.365,deg C,-0.365,deg C,-0.3343,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-96.68,113
Canadian River,"Canadian River, SH 99, near Konawa",Seminole,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-2.047,NTU,-2.047,NTU,-2.5726,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-96.68,111
Canadian River,"Canadian River, SH 99, near Konawa",Seminole,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-96.68,49
Canadian River,"Canadian River, SH 99, near Konawa",Seminole,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-96.68,115
Canadian River,"Canadian River, SH 99, near Konawa",Seminole,OK,US,,,Specific Conductance,No Likely Trend,0,No Significant Trend,No Significant Trend,uS/cm,No Significant Trend,uS/cm,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-96.68,112
Canadian River,"Canadian River, SH 99, near Konawa",Seminole,OK,US,,,Total hardness,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-96.68,114
Canadian River,"Canadian River, SH 99, near Konawa",Seminole,OK,US,,,Total Nitrogen,Likely Upward,-1,↑,0.02645,mg/L,26.45,ug/L,0.2071,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-96.68,115
Canadian River,"Canadian River, US 183, Taloga",Dewey,OK,US,,,Dissolved oxygen,Somewhat Likely Upward,-2,↑↑,0.06347,mg/L,0.06347,mg/L,0.0915,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.05,-98.97,102
Canadian River,"Canadian River, US 183, Taloga",Dewey,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.05,-98.97,103
Canadian River,"Canadian River, US 183, Taloga",Dewey,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.6981,NTU,-0.6981,NTU,-1.6329,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.05,-98.97,103
Canadian River,"Canadian River, US 183, Taloga",Dewey,OK,US,,,Total Phosphorus,Somewhat Likely Downward,2,↓↓,-0.001406,mg/L,-1.406,ug/L,-1.7211,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.05,-98.97,95
Canadian River,"Canadian River, US 183, Taloga",Dewey,OK,US,,,Specific Conductance,Highly Likely Downward,3,↓↓↓,-20.65,uS/cm,-20.65,uS/cm,-0.1255,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.05,-98.97,96
Canadian River,"Canadian River, US 183, Taloga",Dewey,OK,US,,,Total hardness,Highly Likely Downward,3,↓↓↓,-17.26,mg/L,-17.26,mg/L,-0.4108,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.05,-98.97,94
Canadian River,"Canadian River, US 183, Taloga",Dewey,OK,US,,,Total Nitrogen,Likely Downward,1,↓,-0.01144,mg/L,-11.44,ug/L,-0.2592,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.05,-98.97,94
Canadian River,"Canadian River, US 270, Calvin",Hughes,OK,US,7231500,220600010119-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.84,mg/L,840,ug/L,0.7276,Highly Likely Upward,-3,↑↑↑,1.82 10^6 kg/year,0.9047,EGRET,34.98,-96.24,
Canadian River,"Canadian River, US 270, Calvin",Hughes,OK,US,7231500,220600010119-001AT,Total Phosphorus,Likely Upward,-1,↑,0.0613,mg/L,61.3,ug/L,0.2631,Likely Upward,-1,↑,0.22 10^6 kg/year,0.3495,EGRET,34.98,-96.24,
Canadian River,"Canadian River, US 270, Calvin",Hughes,OK,US,7231500,220600010119-001AT,Specific Conductance,No Likely Trend,0,No Significant Trend,-86.5,uS/cm,-86.5,uS/cm,-0.0835,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.98,-96.24,
Canadian River,"Canadian River, US 270, Calvin",Hughes,OK,US,7231500,220600010119-001AT,Total hardness,Likely Downward,1,↓,-40.1,mg/L,-40.1,mg/L,-0.1191,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.98,-96.24,
Canadian River,"Canadian River, US 270, Calvin",Hughes,OK,US,7231500,220600010119-001AT,Chlorophyll a,No Likely Trend,0,No Significant Trend,1.52,ug/L,1.52,ug/L,0.0428,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.98,-96.24,
Canadian River,"Canadian River, US 270, Calvin",Hughes,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.7873,NTU,-0.7873,NTU,-0.9434,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.98,-96.24,176
Canadian River,"Canadian River, US 270, Calvin",Hughes,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.07988,mg/L,0.07988,mg/L,0.1796,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.98,-96.24,180
Canadian River,"Canadian River, US 270, Calvin",Hughes,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.98,-96.24,181
Canadian River,"Canadian River, US 66, Bridgeport",Blaine,OK,US,7228500,520610020150-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.443,mg/L,443,ug/L,0.4422,Likely Upward,-1,↑,0.0524 10^6 kg/year,0.1168,EGRET,35.54,-98.32,
Canadian River,"Canadian River, US 66, Bridgeport",Blaine,OK,US,7228500,520610020150-001AT,Total Phosphorus,Likely Downward,1,↓,-0.0443,mg/L,-44.3,ug/L,-0.2847,Likely Downward,1,↓,-0.051 10^6 kg/year,-0.4549,EGRET,35.54,-98.32,
Canadian River,"Canadian River, US 66, Bridgeport",Blaine,OK,US,7228500,520610020150-001AT,Specific Conductance,Highly Likely Upward,-3,↑↑↑,72.6,uS/cm,72.6,uS/cm,0.2036,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.54,-98.32,
Canadian River,"Canadian River, US 66, Bridgeport",Blaine,OK,US,7228500,520610020150-001AT,Total hardness,Likely Upward,-1,↑,49.9,mg/L,49.9,mg/L,0.082,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.54,-98.32,
Canadian River,"Canadian River, US 66, Bridgeport",Blaine,OK,US,7228500,520610020150-001AT,Chlorophyll a,Likely Downward,1,↓,-1.83,ug/L,-1.83,ug/L,-0.113,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.54,-98.32,
Canadian River,"Canadian River, US 66, Bridgeport",Blaine,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.4768,NTU,-0.4768,NTU,-1.4136,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.54,-98.32,174
Canadian River,"Canadian River, US 66, Bridgeport",Blaine,OK,US,,,Dissolved oxygen,Likely Upward,-1,↑,0.02056,mg/L,0.02056,mg/L,0.0505,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.54,-98.32,176
Canadian River,"Canadian River, US 66, Bridgeport",Blaine,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.54,-98.32,176
Canadian River,"Canadian River, US 77, Purcell",Mcclain,OK,US,7229200,520610010010-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.524,mg/L,524,ug/L,0.2122,Highly Likely Downward,3,↓↓↓,-0.256 10^6 kg/year,-0.1847,EGRET,35.01,-97.35,
Canadian River,"Canadian River, US 77, Purcell",Mcclain,OK,US,7229200,520610010010-001AT,Total Phosphorus,Highly Likely Upward,-3,↑↑↑,0.143,mg/L,143,ug/L,0.2659,Highly Likely Downward,3,↓↓↓,-0.229 10^6 kg/year,-0.4227,EGRET,35.01,-97.35,
Canadian River,"Canadian River, US 77, Purcell",Mcclain,OK,US,7229200,520610010010-001AT,Specific Conductance,Likely Downward,1,↓,-44.8,uS/cm,-44.8,uS/cm,-0.0346,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.01,-97.35,
Canadian River,"Canadian River, US 77, Purcell",Mcclain,OK,US,7229200,520610010010-001AT,Total hardness,No Likely Trend,0,No Significant Trend,25.8,mg/L,25.8,mg/L,0.0612,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.01,-97.35,
Canadian River,"Canadian River, US 77, Purcell",Mcclain,OK,US,7229200,520610010010-001AT,Chlorophyll a,Likely Upward,-1,↑,8.06,ug/L,8.06,ug/L,0.14,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.01,-97.35,
Canadian River,"Canadian River, US 77, Purcell",Mcclain,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.01,-97.35,173
Canadian River,"Canadian River, US 77, Purcell",Mcclain,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.01,-97.35,175
Canadian River,"Canadian River, US 77, Purcell",Mcclain,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.5726,NTU,-0.5726,NTU,-0.8761,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.01,-97.35,173
Caney Creek,"Caney Creek, off SH 100, Barber",Cherokee,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.09197,NTU,-0.09197,NTU,-0.1365,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.78,-94.86,96
Caney Creek,"Caney Creek, off SH 100, Barber",Cherokee,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.78,-94.86,98
Caney Creek,"Caney Creek, off SH 100, Barber",Cherokee,OK,US,,,"Temperature, water",Highly Likely Downward,3,↓↓↓,-0.28,deg C,-0.28,deg C,-0.2325,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.78,-94.86,98
Caney Creek,"Caney Creek, off SH 100, Barber",Cherokee,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.78,-94.86,53
Caney Creek,"Caney Creek, off SH 100, Barber",Cherokee,OK,US,,,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.002207,mg/L,-2.207,ug/L,-4.8269,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.78,-94.86,105
Caney Creek,"Caney Creek, off SH 100, Barber",Cherokee,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,2.895,uS/cm,2.895,uS/cm,0.1598,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.78,-94.86,98
Caney Creek,"Caney Creek, off SH 100, Barber",Cherokee,OK,US,,,Total hardness,Highly Likely Upward,-3,↑↑↑,1.449,mg/L,1.449,mg/L,0.1599,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.78,-94.86,98
Caney Creek,"Caney Creek, off SH 100, Barber",Cherokee,OK,US,,,Total Nitrogen,Likely Downward,1,↓,-0.02297,mg/L,-22.97,ug/L,-0.3359,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.78,-94.86,104
